nasdaq_Date,nasdaq_Open,nasdaq_High,nasdaq_Low,nasdaq_Close,nasdaq_Adj_Close,nasdaq_Volume,gold_Name,gold_US dollar,gold_Euro,gold_Japanese yen,gold_Pound sterling,gold_Canadian dollar,gold_Swiss franc,gold_Indian rupee,gold_Chinese renmimbi,gold_Turkish lira,gold_Saudi riyal,gold_Indonesian rupiah,gold_UAE dirham,gold_Thai baht,gold_Vietnamese dong,gold_Egyptian pound,gold_Korean won,gold_Russian ruble,gold_South African rand,gold_Australian dollar,btc_Date,btc_Unix_Timestamp,btc_Symbol,btc_Open,btc_High,btc_Low,btc_Close,btc_Volume_btc,btc_Volume_USDT,eth_Date,eth_Unix_Timestamp,eth_Symbol,eth_Open,eth_High,eth_Low,eth_Close,eth_Volume_btc,eth_Volume_USDT
5/17/2018,7379.580078,7425.390137,7350.459961,7382.470215,7382.470215,1931700000,17-May,"1,289.50","1,093.50","142,908.80",954.9,"1,649.90","1,292.40","87,292.70","8,210.40","5,745.00","4,836.00","18,120,054.00","4,736.50","41,354.30","29,368,362.50","23,017.60","1,393,949.50","79,745.90","16,190.50","1,715.60",5/17/2018,1526515200,BTCUSDT,8330,8464,7979,8041.46,22070.3,181809439.2,5/17/2018,1526515200,ETHUSDT,706.29,719.25,662,667.62,101439.63,70667842.14
5/18/2018,7364.339844,7381.160156,7343.970215,7354.339844,7354.339844,1966710000,18-May,"1,288.30","1,094.60","142,601.90",956.1,"1,658.10","1,286.60","87,644.70","8,213.00","5,778.90","4,831.50","18,229,442.20","4,732.10","41,496.10","29,354,555.20","22,944.60","1,388,400.60","80,407.60","16,412.90","1,713.70",5/18/2018,1526601600,BTCUSDT,8041.46,8273.21,7911.9,8239.81,21838.33,176654119.5,5/18/2018,1526601600,ETHUSDT,667.62,694.9,656,692.6,101439.61,68676921.1
5/19/2018,,,,,,,19-May,,,,,,,,,,,,,,,,,,,,5/19/2018,1526688000,BTCUSDT,8239.81,8390.8,8095.73,8233.49,16146.96,133258118.8,5/19/2018,1526688000,ETHUSDT,692.6,717.8,682.31,697,85243.82,59521609.8
5/20/2018,,,,,,,20-May,,,,,,,,,,,,,,,,,,,,5/20/2018,1526774400,BTCUSDT,8233.49,8609,8163.9,8526.98,18721.24,157025535.6,5/20/2018,1526774400,ETHUSDT,697,729.88,688.4,716.16,83230.92,59251212.17
5/21/2018,7406.339844,7431.830078,7368.209961,7394.040039,7394.040039,1949100000,21-May,"1,288.40","1,096.40","143,290.30",961,"1,654.60","1,286.00","87,765.60","8,231.00","5,919.60","4,831.70","18,275,242.70","4,732.30","41,523.50","29,337,658.70","23,074.30","1,398,310.30","79,734.40","16,486.10","1,704.30",5/21/2018,1526860800,BTCUSDT,8526.98,8589,8305,8381.24,19998.32,168922210.2,5/21/2018,1526860800,ETHUSDT,716.16,720.46,688,696.7,93026.5,65642505.72
5/22/2018,7420.850098,7432.529785,7370.330078,7378.459961,7378.459961,1908280000,22-May,"1,293.10","1,098.30","143,554.40",963.5,"1,651.80","1,284.10","88,011.40","8,236.90","6,016.40","4,849.50","18,281,138.10","4,749.60","41,455.20","29,442,097.50","23,158.50","1,403,411.40","79,113.60","16,289.20","1,704.40",5/22/2018,1526947200,BTCUSDT,8381.24,8400.18,7935.11,7977.11,22045.73,180764898.6,5/22/2018,1526947200,ETHUSDT,696.7,699.6,637.32,640.99,102302.12,68915158.87
5/23/2018,7335.029785,7426.779785,7334.620117,7425.959961,7425.959961,1980450000,23-May,"1,289.00","1,101.30","141,738.40",966.2,"1,660.40","1,281.00","88,167.60","8,230.80","6,280.70","4,834.10","18,312,823.00","4,734.70","41,425.20","29,355,686.00","23,086.00","1,392,828.70","79,395.90","16,204.30","1,707.20",5/23/2018,1527033600,BTCUSDT,7977.11,8031.9,7425,7501.95,38947.89,300728157.7,5/23/2018,1527033600,ETHUSDT,640.99,669,560,577.19,241626.72,146298692.5
5/24/2018,7421.990234,7435.379883,7357.5,7424.430176,7424.430176,1992460000,24-May,"1,304.90","1,113.00","142,248.20",975.7,"1,683.00","1,293.20","89,153.90","8,330.60","6,245.80","4,893.50","18,444,052.70","4,792.90","41,807.40","29,721,870.00","23,376.40","1,408,650.40","80,398.30","16,274.70","1,725.40",5/24/2018,1527120000,BTCUSDT,7501.95,7730.73,7266.99,7575.01,34515.84,259309003.9,5/24/2018,1527120000,ETHUSDT,577.19,612.1,550,602.18,183645.77,107213333.5
5/25/2018,7422.200195,7452.850098,7415.580078,7433.850098,7433.850098,1757660000,25-May,"1,303.50","1,118.50","142,440.00",979.1,"1,692.00","1,292.40","88,369.20","8,328.30","6,154.50","4,888.70","18,405,420.00","4,788.00","41,601.20","29,695,033.50","23,358.70","1,405,042.50","81,004.40","16,299.50","1,725.80",5/25/2018,1527206400,BTCUSDT,7575.01,7649.55,7308.15,7457,24785.5,185181707.5,5/25/2018,1527206400,ETHUSDT,602.18,617.46,568.7,585.55,112703.11,66931297.04
5/26/2018,,,,,,,26-May,,,,,,,,,,,,,,,,,,,,5/26/2018,1527292800,BTCUSDT,7457,7620,7300,7333.96,18281.18,136765852.5,5/26/2018,1527292800,ETHUSDT,585.55,607.62,578.32,586,74518.1,44338124.66
5/27/2018,,,,,,,27-May,,,,,,,,,,,,,,,,,,,,5/27/2018,1527379200,BTCUSDT,7333.96,7400,7231.11,,17587.31,128534332.1,5/27/2018,1527379200,ETHUSDT,586,592,557.43,570.4,93973.04,53942814.73
5/28/2018,,,,,,,28-May,"1,303.50","1,121.70","142,544.20",980.2,"1,696.60","1,295.20","87,824.90","8,334.20","5,981.20","4,888.50","18,235,965.00","4,788.00","41,685.90","29,738,700.80","23,376.00","1,400,154.40","81,356.30","16,227.00","1,727.30",5/28/2018,1527465600,BTCUSDT,7338.99,7437,7058.02,7099,25174.08,182005249,5/28/2018,1527465600,ETHUSDT,570.4,576.2,506.11,511.5,145335.45,77756155.35
5/29/2018,7398.509766,7435.129883,7354.290039,7396.589844,7396.589844,2087370000,29-May,"1,295.50","1,120.30","141,015.20",976.2,"1,685.60","1,288.80","87,962.80","8,315.00","5,917.80","4,858.60","18,124,045.00","4,758.60","41,430.10","29,592,458.80","23,215.40","1,394,994.20","80,968.80","16,327.40","1,723.40",5/29/2018,1527552000,BTCUSDT,7099,7540,7032.95,7461.29,36056.86,263433748.2,5/29/2018,1527552000,ETHUSDT,511.5,573.43,510,567.36,174705.88,95234193.38
5/30/2018,7428.410156,7473.810059,7423.669922,7462.450195,7462.450195,2049450000,30-May,"1,300.70","1,120.10","141,639.70",979.9,"1,675.20","1,287.30","87,774.50","8,356.60","5,814.60","4,878.10","18,196,792.30","4,777.70","41,765.50","29,739,203.70","23,308.50","1,405,861.40","80,992.20","16,346.60","1,721.50",5/30/2018,1527638400,BTCUSDT,7461.29,7569,7260.5,7375.96,29974.32,222637229.1,5/30/2018,1527638400,ETHUSDT,567.36,585.83,541.2,557.19,115568.3,65009719.17
5/31/2018,7455.580078,7492.419922,7431.410156,7442.120117,7442.120117,2514610000,31-May,"1,305.40","1,118.30","141,819.70",981,"1,693.30","1,283.30","88,088.30","8,355.50","5,923.00","4,895.60","18,137,836.20","4,794.70","41,758.10","29,769,808.80","23,359.20","1,407,101.80","81,359.20","16,532.30","1,725.20",5/31/2018,1527724800,BTCUSDT,7375.96,7651.01,7327.51,7485.01,28617.57,214754893,5/31/2018,1527724800,ETHUSDT,557.19,586.73,552.98,577.81,95631.99,54746003.2
6/1/2018,7487.660156,7557.379883,7487.22998,7554.330078,7554.330078,2208600000,1-Jun,"1,294.60","1,110.00","141,849.30",971.3,"1,677.10","1,279.20","86,851.50","8,307.20","5,956.00","4,855.20","17,988,465.00","4,755.30","41,433.70","29,512,992.90","23,173.30","1,391,565.30","80,485.30","16,370.20","1,712.30",6/1/2018,1527811200,BTCUSDT,7485.01,7608.55,7355.54,7521.01,26661.71,199516324.3,6/1/2018,1527811200,ETHUSDT,577.81,590.26,564.93,579,80236.85,46259354.33
6/2/2018,,,,,,,2-Jun,,,,,,,,,,,,,,,,,,,,6/2/2018,1527897600,BTCUSDT,7521.01,7697.33,7437,7640.03,25360.71,193032336.6,6/2/2018,1527897600,ETHUSDT,579,599.17,572.9,590.85,77182.46,45533798.26
6/3/2018,,,,,,,3-Jun,,,,,,,,,,,,,,,,,,,,6/3/2018,1527984000,BTCUSDT,7640.03,7786.69,7600,7714.26,25954.74,199793084.6,6/3/2018,1527984000,ETHUSDT,590.85,628.81,590.1,619.66,79899.19,49063834.32
6/4/2018,7570.080078,7607.169922,7561.200195,7606.459961,7606.459961,2142790000,4-Jun,"1,295.50","1,107.60","142,039.60",971.7,"1,674.80","1,279.70","86,986.20","8,306.80","5,950.60","4,858.50","17,970,481.70","4,758.40","41,415.50","29,571,236.00","23,188.60","1,388,527.80","80,338.20","16,283.00","1,694.40",6/4/2018,1528070400,BTCUSDT,7714.26,7760.52,7446.5,7487,30103.36,227846884.1,6/4/2018,1528070400,ETHUSDT,619.66,625.47,580.15,591.02,92148.23,55281954.82
6/5/2018,7621.359863,7644.47998,7602.379883,7637.859863,7637.859863,2058630000,5-Jun,"1,292.10","1,107.30","141,886.40",968.4,"1,680.60","1,276.50","86,796.70","8,270.80","5,956.20","4,845.50","17,932,359.20","4,745.90","41,281.00","29,496,851.00","23,127.70","1,383,397.70","80,487.50","16,499.50","1,699.30",6/5/2018,1528156800,BTCUSDT,7487,7679.49,7358,7625,28444.14,212968435,6/5/2018,1528156800,ETHUSDT,591.02,614,570.36,609.05,78386.06,46564987.57
6/6/2018,7652.799805,7691.649902,7622.310059,7689.240234,7689.240234,2191750000,6-Jun,"1,300.10","1,103.60","143,063.00",968.2,"1,678.20","1,281.00","87,067.70","8,314.90","5,933.10","4,875.80","18,009,633.20","4,775.50","41,473.20","29,650,077.30","23,258.80","1,392,016.90","80,570.40","16,521.00","1,695.60",6/6/2018,1528243200,BTCUSDT,7625,7699,7467.05,7658.84,25975.09,197476363.7,6/6/2018,1528243200,ETHUSDT,609.05,613.35,593.4,607.4,67105.39,40564908.52
6/7/2018,7697.410156,7697.410156,7597.660156,7635.069824,7635.069824,2328280000,7-Jun,"1,297.30","1,097.00","142,697.50",966.8,"1,682.90","1,274.50","87,048.70","8,295.10","5,797.00","4,864.80","17,994,803.40","4,765.00","41,447.10","29,579,894.50","23,201.30","1,386,824.90","80,676.00","16,754.00","1,697.60",6/7/2018,1528329600,BTCUSDT,7658.84,7765,7620,7691.08,24050.89,185165404.4,6/7/2018,1528329600,ETHUSDT,607.4,618,598.24,605.16,57740.68,35143058.19
6/8/2018,7607.740234,7653.580078,7595.140137,7645.509766,7645.509766,1941580000,8-Jun,"1,298.30","1,103.40","141,970.10",968.7,"1,683.40","1,279.10","87,865.60","8,321.80","5,835.10","4,868.40","18,086,569.90","4,768.70","41,634.90","29,591,012.30","23,173.80","1,396,722.10","81,262.30","17,029.80","1,708.20",6/8/2018,1528416000,BTCUSDT,7691.08,7703.5,7531,7603.44,21943.48,167167412.8,6/8/2018,1528416000,ETHUSDT,605.16,608.45,593.33,598.68,47763.74,28692007.96
6/9/2018,,,,,,,9-Jun,,,,,,,,,,,,,,,,,,,,6/9/2018,1528502400,BTCUSDT,7603.44,7683.98,7450,7491.73,18385.98,139964329.1,6/9/2018,1528502400,ETHUSDT,598.68,608.97,591,592.87,37491.04,22574863.3
6/10/2018,,,,,,,10-Jun,,,,,,,,,,,,,,,,,,,,6/10/2018,1528588800,BTCUSDT,7491.73,7491.73,6622.81,6764.99,46345.2,325423841.7,6/10/2018,1528588800,ETHUSDT,592.87,592.87,501.13,524.11,173600.22,94604507.68
6/11/2018,7647.240234,7677.290039,7642.870117,7659.930176,7659.930176,1942940000,11-Jun,"1,299.60","1,100.80","142,832.50",970.4,"1,690.10","1,279.50","87,622.30","8,319.50","5,861.70","4,873.80","18,105,375.40","4,773.60","41,665.20","29,651,020.50","23,152.40","1,397,199.60","81,428.10","17,047.50","1,707.40",6/11/2018,1528675200,BTCUSDT,6764.99,6922,6610,6872,32459.41,218937664.1,6/11/2018,1528675200,ETHUSDT,524.11,535.51,508.66,531.69,138580.56,72675158.6
6/12/2018,7673.870117,7708.25,7669.529785,7703.790039,7703.790039,2006760000,12-Jun,"1,298.70","1,101.90","143,215.10",972.6,"1,686.70","1,278.70","87,639.40","8,315.50","5,926.00","4,870.10","18,092,141.10","4,770.10","41,663.90","29,626,749.60","23,193.90","1,398,840.60","81,632.30","17,161.70","1,705.70",6/12/2018,1528761600,BTCUSDT,6872,6890.51,6435,6530,33509.64,224464654.9,6/12/2018,1528761600,ETHUSDT,531.69,538.88,482,493,148896.6,76584062.01
6/13/2018,7713.899902,7748.959961,7686.649902,7695.700195,7695.700195,2172770000,13-Jun,"1,296.20","1,101.00","143,127.30",969.7,"1,681.60","1,277.20","87,666.70","8,302.20","6,004.90","4,860.80","18,057,312.40","4,761.00","41,684.20","29,568,419.70","23,173.50","1,396,147.70","80,840.90","17,157.80","1,706.40",6/13/2018,1528848000,BTCUSDT,6530,6627.6,6118.68,6292.78,41763.12,267223119.5,6/13/2018,1528848000,ETHUSDT,493,501.97,449.06,475.47,171269.35,81424583.84
6/14/2018,7723.529785,7768.600098,7723.529785,7761.040039,7761.040039,2188230000,14-Jun,"1,302.80","1,118.20","143,647.70",977.1,"1,698.70","1,292.90","88,160.30","8,327.60","6,110.60","4,885.70","18,149,261.60","4,785.20","41,857.30","29,719,635.80","23,254.10","1,410,943.10","81,028.60","17,365.70","1,727.90",6/14/2018,1528934400,BTCUSDT,6292.78,6720,6260,6635.98,40272.35,261601191.9,6/14/2018,1528934400,ETHUSDT,475.47,529,460,519.29,190520.56,94588147.6
6/15/2018,7725.029785,7755.720215,7704.339844,7746.379883,7746.379883,3043790000,15-Jun,"1,285.30","1,106.40","142,013.70",967.3,"1,695.70","1,278.90","87,390.60","8,246.80","6,095.60","4,819.90","17,905,460.40","4,720.90","41,654.90","29,324,264.00","22,941.70","1,410,818.90","81,288.90","17,344.50","1,723.10",6/15/2018,1529020800,BTCUSDT,6635.98,6666.66,6362.31,6388.9,28128.53,183865198.4,6/15/2018,1529020800,ETHUSDT,519.29,521,481.62,487.48,152526.01,76152677.62
6/16/2018,,,,,,,16-Jun,,,,,,,,,,,,,,,,,,,,6/16/2018,1529107200,BTCUSDT,6388.9,6560,6320.86,6483.98,21157.78,136535324.2,6/16/2018,1529107200,ETHUSDT,487.48,503.28,483.72,496.74,126705.77,62753776.04
6/17/2018,,,,,,,17-Jun,,,,,,,,,,,,,,,,,,,,6/17/2018,1529193600,BTCUSDT,6483.98,6589.03,6422,6449.61,19251.31,125243769.6,6/17/2018,1529193600,ETHUSDT,496.74,507.6,492.7,497.14,114624.08,57396472.85
6/18/2018,7692.959961,7749.359863,7676.830078,7747.029785,7747.029785,2093950000,18-Jun,"1,281.60","1,103.50","141,566.40",967.8,"1,692.90","1,274.60","87,196.60","8,223.10","6,069.60","4,806.10","17,853,911.10","4,707.30","41,868.20","29,265,471.30","22,875.70","1,415,856.00","81,502.60","17,533.20","1,726.10",6/18/2018,1529280000,BTCUSDT,6449.61,6794.37,6380,6712.46,29675.51,194424208.2,6/18/2018,1529280000,ETHUSDT,497.14,524.48,487.27,517.95,139155.24,70042309.24
6/19/2018,7658.470215,7727.410156,7635.72998,7725.589844,7725.589844,2269000000,19-Jun,"1,276.20","1,103.60","140,185.10",969,"1,693.70","1,270.40","87,145.10","8,261.30","6,038.40","4,786.10","17,778,682.40","4,687.50","41,883.20","29,164,491.80","22,838.30","1,415,377.70","81,573.20","17,585.40","1,732.10",6/19/2018,1529366400,BTCUSDT,6712.46,6841.74,6653,6741.21,23242.74,156224462.4,6/19/2018,1529366400,ETHUSDT,517.95,548.2,510.01,537.97,140281.46,74234386.58
6/20/2018,7764.149902,7806.600098,7755.47998,7781.509766,7781.509766,2305100000,20-Jun,"1,274.20","1,100.50","140,283.00",967.1,"1,693.90","1,267.60","86,753.90","8,244.70","6,043.90","4,778.80","17,751,516.60","4,680.20","41,755.50","29,137,767.40","22,757.20","1,408,182.00","81,073.40","17,415.10","1,727.90",6/20/2018,1529452800,BTCUSDT,6741.21,6817.23,6551.81,6761.51,24856.17,165916535.4,6/20/2018,1529452800,ETHUSDT,537.97,542.02,515.08,536.49,118453.55,62421682.96
6/21/2018,7800.299805,7803.450195,7699.200195,7712.950195,7712.950195,2315880000,21-Jun,"1,266.20","1,090.90","139,270.20",955,"1,684.40","1,255.50","86,199.50","8,226.20","6,004.30","4,748.40","17,856,512.10","4,650.80","41,744.90","28,965,711.30","22,626.10","1,408,528.40","80,698.90","17,261.60","1,716.10",6/21/2018,1529539200,BTCUSDT,6761.51,6795,6672.57,6718.84,24610.33,165641459.1,6/21/2018,1529539200,ETHUSDT,536.49,544.98,521.11,526.18,74973.85,39990096.68
6/22/2018,7739.689941,7739.709961,7679.120117,7692.819824,7692.819824,3928340000,22-Jun,"1,269.20","1,090.50","139,473.20",956.3,"1,692.80","1,256.30","86,102.30","8,243.40","5,955.10","4,759.60","17,869,630.60","4,661.80","41,793.10","29,041,322.60","22,679.70","1,405,456.50","79,931.90","17,108.10","1,710.80",6/22/2018,1529625600,BTCUSDT,6718.84,6733.97,5918.94,6045,46190.22,290191631.3,6/22/2018,1529625600,ETHUSDT,526.18,526.44,450,462.09,197954.6,95276041.01
6/23/2018,,,,,,,23-Jun,,,,,,,,,,,,,,,,,,,,6/23/2018,1529712000,BTCUSDT,6045,6260,6008.48,6149.98,25275.69,154505308.6,6/23/2018,1529712000,ETHUSDT,462.09,481,455,473.41,89694.27,42080128.13
6/24/2018,,,,,,,24-Jun,,,,,,,,,,,,,,,,,,,,6/24/2018,1529798400,BTCUSDT,6149.98,6259.8,5750,6136.97,41296.18,247156010.1,6/24/2018,1529798400,ETHUSDT,473.41,475.81,419.53,454.41,183249.96,81740837.18
6/25/2018,7631.120117,7639.72998,7477.72998,7532.009766,7532.009766,2415090000,25-Jun,"1,268.70","1,085.70","139,157.40",956.3,"1,688.00","1,253.90","86,465.10","8,278.10","5,931.40","4,758.10","17,958,447.80","4,660.10","41,816.30","29,050,057.10","22,703.40","1,417,328.00","79,726.70","17,243.20","1,714.60",6/25/2018,1529884800,BTCUSDT,6136.97,6350,6080,6252,36191.98,224423378.2,6/25/2018,1529884800,ETHUSDT,454.41,474.47,444.37,458.7,115344.55,52940027.83
6/26/2018,7553.740234,7597.490234,7527,7561.629883,7561.629883,2058640000,26-Jun,"1,260.30","1,080.40","138,488.00",952.4,"1,677.60","1,248.00","85,924.10","8,263.40","5,829.70","4,726.60","17,868,530.60","4,629.30","41,589.90","28,887,331.80","22,546.80","1,404,982.00","79,644.60","17,056.60","1,704.80",6/26/2018,1529971200,BTCUSDT,6252,6272.54,6035,6070.78,17954.65,110930092.4,6/26/2018,1529971200,ETHUSDT,458.7,460.81,429,429.34,78811.51,35003285.83
6/27/2018,7586.330078,7610.669922,7444.169922,7445.080078,7445.080078,2306430000,27-Jun,"1,254.60","1,082.00","138,608.20",954.3,"1,667.10","1,248.50","86,076.50","8,274.10","5,769.70","4,705.20","17,787,716.70","4,608.30","41,414.30","28,777,384.10","22,444.80","1,402,077.80","78,956.70","17,200.60","1,699.70",6/27/2018,1530057600,BTCUSDT,6070.78,6190.43,5971,6133.73,18233.86,111061529.9,6/27/2018,1530057600,ETHUSDT,429.34,445.95,420.19,441.64,95279.5,41267874.08
6/28/2018,7438.109863,7526.069824,7419.560059,7503.680176,7503.680176,2195400000,28-Jun,"1,251.60","1,081.00","138,139.80",955.9,"1,659.90","1,249.00","86,017.50","8,293.40","5,751.00","4,693.90","18,009,801.70","4,597.10","41,463.80","28,707,423.70","22,426.20","1,406,867.00","78,947.70","17,362.10","1,703.60",6/28/2018,1530144000,BTCUSDT,6133.73,6173.01,5827,5853.98,28898.22,175103059.1,6/28/2018,1530144000,ETHUSDT,441.64,443.96,416.45,420.22,106348.8,45989816.17
6/29/2018,7544.129883,7573.589844,7502.950195,7510.299805,7510.299805,2192010000,29-Jun,"1,250.50","1,071.00","138,506.10",947.1,"1,644.90","1,241.60","85,674.60","8,284.60","5,728.60","4,689.60","17,918,947.80","4,593.10","41,427.40","28,708,455.20","22,370.60","1,393,626.50","78,406.30","17,139.00","1,692.40",6/29/2018,1530230400,BTCUSDT,5853.98,6300,5780,6197.92,30874.03,183154912.3,6/29/2018,1530230400,ETHUSDT,420.22,442,404.48,434.77,151430.36,63187501.55
6/30/2018,,,,,,,30-Jun,,,,,,,,,,,,,,,,,,,,6/30/2018,1530316800,BTCUSDT,6197.92,6528.99,6186.03,6390.07,35066.33,223364691.1,6/30/2018,1530316800,ETHUSDT,434.77,463.15,434.51,454.09,149737,67398832.58
7/1/2018,,,,,,,1-Jul,,,,,,,,,,,,,,,,,,,,7/1/2018,1530403200,BTCUSDT,6390.07,6441.06,6251,6356.81,25719.81,163403693.2,7/1/2018,1530403200,ETHUSDT,454.09,457.77,443.73,452.1,107648.62,48558472.34
7/2/2018,7451.899902,7568.100098,7443.100098,7567.689941,7567.689941,1767910000,2-Jul,"1,247.80","1,075.10","138,200.10",950.7,"1,646.60","1,241.50","85,772.20","8,302.10","5,769.40","4,679.70","17,943,361.20","4,583.40","41,339.60","28,642,620.60","22,352.80","1,397,597.90","79,031.00","17,311.70","1,702.90",7/2/2018,1530489600,BTCUSDT,6356.81,6685,6271.62,6615.29,33026.95,214590129,7/2/2018,1530489600,ETHUSDT,452.1,481.83,444.16,476.25,174076.41,80454449.26
7/3/2018,7593.629883,7594.330078,7498.5,7502.669922,7502.669922,1179310000,3-Jul,"1,251.80","1,074.50","138,481.10",950.1,"1,648.20","1,242.70","85,876.30","8,344.40","5,854.80","4,694.50","18,000,165.00","4,597.70","41,533.10","28,847,830.50","22,393.80","1,400,457.70","79,265.50","17,167.80","1,696.90",7/3/2018,1530576000,BTCUSDT,6615.29,6679.35,6463.01,6513.86,35198.66,231799827,7/3/2018,1530576000,ETHUSDT,476.25,486.98,457,461.82,176879.23,83372582.21
7/4/2018,,,,,,,4-Jul,"1,255.70","1,078.30","138,799.50",950.5,"1,651.70","1,246.90","86,319.70","8,313.00","5,866.80","4,709.00","18,021,087.40","4,612.20","41,634.20","28,928,918.10","22,435.30","1,399,610.00","79,441.80","17,222.80","1,701.90",7/4/2018,1530662400,BTCUSDT,6513.86,6784.92,6441.11,6586.98,21412.98,141968661.2,7/4/2018,1530662400,ETHUSDT,461.82,482.7,458.02,467.38,96935.77,45707431.58
7/5/2018,7550.660156,7589.189941,7511.430176,7586.430176,7586.430176,1745030000,5-Jul,"1,255.50","1,072.80","138,808.10",949.4,"1,649.00","1,245.50","86,571.50","8,329.50","5,781.10","4,708.60","18,060,367.50","4,611.80","41,732.80","28,928,603.30","22,460.90","1,404,339.30","79,253.40","17,063.90","1,700.00",7/5/2018,1530748800,BTCUSDT,6586.98,6700,6453.78,6529.2,32443.55,213525835.3,7/5/2018,1530748800,ETHUSDT,467.38,480,458.8,467.87,119202.64,56015110.21
7/6/2018,7595.930176,7695.810059,7588.649902,7688.390137,7688.390137,1704580000,6-Jul,"1,255.40","1,067.70","138,647.10",945.7,"1,644.10","1,241.70","86,494.20","8,344.90","5,749.90","4,707.90","18,039,377.40","4,611.10","41,646.20","28,918,866.90","22,458.20","1,400,907.60","79,069.80","16,964.50","1,690.60",7/6/2018,1530835200,BTCUSDT,6529.2,6648.54,6425,6609.78,27529.34,180019371.3,7/6/2018,1530835200,ETHUSDT,467.87,476,451.29,470.47,93703.86,43516991.99
7/7/2018,,,,,,,7-Jul,,,,,,,,,,,,,,,,,,,,7/7/2018,1530921600,BTCUSDT,6609.78,6818.16,6508.88,6756.98,21978.78,144751086.7,7/7/2018,1530921600,ETHUSDT,470.47,487.99,461.5,485.57,78648.28,36955554.3
7/8/2018,,,,,,,8-Jul,,,,,,,,,,,,,,,,,,,,7/8/2018,1531008000,BTCUSDT,6756.98,6780,6668,6712.1,23296.28,157024170.3,7/8/2018,1531008000,ETHUSDT,485.57,495.98,482.05,486.77,140941.14,68687657.02
7/9/2018,7731.740234,7757.279785,7702.060059,7756.200195,7756.200195,1837330000,9-Jul,"1,262.10","1,073.20","139,734.10",951.8,"1,652.70","1,250.10","86,762.80","8,350.70","5,754.80","4,733.10","18,078,863.50","4,635.70","41,824.30","29,076,365.50","22,578.10","1,403,525.40","79,136.80","16,868.90","1,690.20",7/9/2018,1531094400,BTCUSDT,6712.1,6802.06,6612.24,6662.12,24981.94,167524258.7,7/9/2018,1531094400,ETHUSDT,486.77,488.98,468.2,471.71,84994.63,40781081.15
7/10/2018,7770.629883,7777.47998,7731.97998,7759.200195,7759.200195,1725210000,10-Jul,"1,254.00","1,069.90","139,507.50",945.3,"1,645.70","1,245.50","86,306.60","8,304.00","5,901.60","4,703.00","18,007,440.00","4,606.10","41,595.20","28,891,533.00","22,452.90","1,399,464.00","77,924.40","16,755.80","1,680.20",7/10/2018,1531180800,BTCUSDT,6662.12,6681,6263,6296.91,35210.77,227537376.9,7/10/2018,1531180800,ETHUSDT,471.71,473.23,427.69,432.48,161016.35,72091164.76
7/11/2018,7698.509766,7748.160156,7696.580078,7716.609863,7716.609863,1761420000,11-Jul,"1,251.40","1,067.70","139,268.30",944.6,"1,642.30","1,242.60","86,115.10","8,342.50","6,021.50","4,693.30","18,001,387.60","4,596.50","41,671.60","28,837,259.40","22,400.10","1,401,442.60","77,353.70","16,802.40","1,688.70",7/11/2018,1531267200,BTCUSDT,6296.91,6406,6278.99,6378.07,27261.07,173124986.8,7/11/2018,1531267200,ETHUSDT,432.48,452.69,424.2,444.99,152858.52,66880914.56
7/12/2018,7752.709961,7825.669922,7746.759766,7823.919922,7823.919922,1926110000,12-Jul,"1,245.90","1,066.30","140,057.80",942.2,"1,640.90","1,245.80","85,394.00","8,306.40","6,035.90","4,672.60","17,916,040.60","4,576.40","41,451.10","28,715,501.00","22,282.90","1,402,820.90","77,452.90","16,600.10","1,683.00",7/12/2018,1531353600,BTCUSDT,6378.07,6380.28,6070,6250.57,28442.93,176557543.4,7/12/2018,1531353600,ETHUSDT,444.99,445.36,416.94,431.14,175208.98,75756501.39
7/13/2018,7827.620117,7843.52002,7803.339844,7825.97998,7825.97998,1714140000,13-Jul,"1,241.70","1,064.20","139,567.10",940.6,"1,634.60","1,246.00","85,019.20","8,307.70","5,993.90","4,656.70","17,855,645.30","4,561.00","41,398.30","28,622,425.60","22,214.00","1,394,987.80","77,097.20","16,483.60","1,675.60",7/13/2018,1531440000,BTCUSDT,6250.57,6350,6110,6214.57,24233.9,151101104.4,7/13/2018,1531440000,ETHUSDT,431.14,442.47,424.62,432.46,146174.22,63666585.68
7/14/2018,,,,,,,14-Jul,,,,,,,,,,,,,,,,,,,,7/14/2018,1531526400,BTCUSDT,6214.57,6335,6178,6251.99,16980.84,105948150.4,7/14/2018,1531526400,ETHUSDT,432.46,440,428.26,433.19,119610.89,51882920.77
7/15/2018,,,,,,,15-Jul,,,,,,,,,,,,,,,,,,,,7/15/2018,1531612800,BTCUSDT,6251.99,6395,6225.4,6353.01,22302.78,141120821.5,7/15/2018,1531612800,ETHUSDT,433.19,455,430.52,449.78,137909.86,61134602.34
7/16/2018,7831.740234,7838.819824,7791.97998,7805.720215,7805.720215,1730190000,16-Jul,"1,241.10","1,060.10","139,487.20",938.1,"1,629.30","1,239.60","85,187.50","8,295.80","6,001.90","4,654.60","17,840,810.40","4,558.70","41,291.40","28,607,972.20","22,215.70","1,401,387.80","77,365.50","16,428.30","1,673.10",7/16/2018,1531699200,BTCUSDT,6353.01,6747.3,6330.4,6723.35,33547.54,219676880.6,7/16/2018,1531699200,ETHUSDT,449.78,480.57,444.03,478.49,167146.33,77922314.6
